,cluster,X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
13854,7,-8831680.63624355,5421349.5460271,80915777,7001667796,2017,2017/09/14 04:00:00+00,1601,16,DON MILLS RD,GATEWAY BLVD,<Null>,Major Arterial,North York,16,54,43.714392,-79.336337,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D54,44,Flemingdon Park (44),13855
13855,9,-8831680.63624355,5421349.5460271,80915778,7001667796,2017,2017/09/14 04:00:00+00,1601,16,DON MILLS RD,GATEWAY BLVD,<Null>,Major Arterial,North York,16,54,43.714392,-79.336337,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,15 to 19,Major,<Null>,East,Motorcycle,Turning Right,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D54,44,Flemingdon Park (44),13856
13856,1,-8862465.26218599,5427704.60956025,80781640,7001671435,2017,2017/09/15 04:00:00+00,652,6,STEELES AVE W,HIGHWAY 27  N,200 m East of,Major Arterial,Etobicoke York,1,23,43.755641,-79.61288,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Truck Driver,30 to 34,Minimal,<Null>,East,Truck - Dump,Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),13857
13858,3,-8862465.26218599,5427704.60956025,80782625,7001671435,2017,2017/09/15 04:00:00+00,652,6,STEELES AVE W,HIGHWAY 27  N,200 m East of,Major Arterial,Etobicoke York,1,23,43.755641,-79.61288,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,50 to 54,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),13859
13859,3,-8862465.26218599,5427704.60956025,80782626,7001671435,2017,2017/09/15 04:00:00+00,652,6,STEELES AVE W,HIGHWAY 27  N,200 m East of,Major Arterial,Etobicoke York,1,23,43.755641,-79.61288,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,20 to 24,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),13860
13865,6,-8834000.97970964,5416493.25872148,80783195,7001709828,2017,2017/09/20 04:00:00+00,1953,19,BROADVIEW AVE,NEALON AVE,<Null>,Minor Arterial,Toronto and East York,14,54,43.682852,-79.357181,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D54,57,Broadview North (57),13866
13866,4,-8850566.54445408,5415556.78485822,80935608,7001722344,2017,2017/09/22 04:00:00+00,1632,16,SCARLETT  RD,EAST DR,<Null>,Minor Arterial,Etobicoke York,5,12,43.676768,-79.505992,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Major,<Null>,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D12,111,Rockcliffe-Smythe (111),13867
13867,4,-8850566.54445408,5415556.78485822,80935609,7001722344,2017,2017/09/22 04:00:00+00,1632,16,SCARLETT  RD,EAST DR,<Null>,Minor Arterial,Etobicoke York,5,12,43.676768,-79.505992,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D12,111,Rockcliffe-Smythe (111),13868
13874,3,-8848581.71793324,5415148.76192693,80898086,7001725049,2017,2017/09/23 04:00:00+00,50,0,ROCKCLIFFE BLVD,WOOLNER AVE,150 m North of,Collector,Etobicoke York,5,12,43.674117,-79.488162,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Minimal,<Null>,South,Passenger Van,Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D12,111,Rockcliffe-Smythe (111),13875
13875,2,-8840802.15531915,5433146.76876747,80792418,7001731321,2017,2017/09/24 04:00:00+00,0,0,YONGE ST,CENTRE AVE,80 m South of,Major Arterial,North York,18,32,43.790942,-79.418277,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),13876
13878,7,-8844474.58532042,5418921.08306017,80933889,7001733942,2017,2017/09/24 04:00:00+00,1255,12,DUFFERIN ST,HOPEWELL AVE,1 m South of,Major Arterial,North York,8,13,43.698622,-79.451267,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,None,<Null>,West,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,108,Briar Hill-Belgravia (108),13879
13881,1,-8841853.56790969,5419203.62660021,80899644,7001742051,2017,2017/09/25 04:00:00+00,1652,16,EGLINTON  AVE W,CHILTERN HILL RD,10 m West of,Major Arterial,North York,"8,12",13,43.700457,-79.427722,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,106,Humewood-Cedarvale (106),13882
13882,3,-8852197.26367471,5429925.42295837,80783528,7001744141,2017,2017/09/25 04:00:00+00,2330,23,4673 JANE ST,<Null>,6 m North of,Major Arterial,Etobicoke York,7,31,43.770049,-79.520641,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D31,24,Black Creek (24),13883
13884,4,-8858342.76748345,5410281.58099696,80918622,7001748240,2017,2017/09/26 04:00:00+00,1505,15,BURNHAMTHORPE RD,SATURN RD,<Null>,Major Arterial,Etobicoke York,2,22,43.642485,-79.575847,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D22,13,Etobicoke West Mall (13),13885
13885,4,-8858342.76748345,5410281.58099696,80918623,7001748240,2017,2017/09/26 04:00:00+00,1505,15,BURNHAMTHORPE RD,SATURN RD,<Null>,Major Arterial,Etobicoke York,2,22,43.642485,-79.575847,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,<Null>,East,Motorcycle,Going Ahead,Disobeyed Traffic Control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D22,13,Etobicoke West Mall (13),13886
13886,3,-8827775.54850652,5428914.52277824,80783196,7001757365,2017,2017/09/27 04:00:00+00,2125,21,WARDEN AVE,CONTINENTAL PL,<Null>,Major Arterial,Scarborough,21,41,43.763491,-79.301257,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,<Null>,South,"Automobile, Station Wagon",Unknown,Other,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),13887
13889,3,-8827775.54850652,5428914.52277824,80783199,7001757365,2017,2017/09/27 04:00:00+00,2125,21,WARDEN AVE,CONTINENTAL PL,<Null>,Major Arterial,Scarborough,21,41,43.763491,-79.301257,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,35 to 39,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),13890
13890,2,-8824270.5430194,5420828.53530208,80784505,7001762491,2017,2017/09/28 04:00:00+00,1630,16,BIRCHMOUNT RD,ZENITH DR,<Null>,Minor Arterial,Scarborough,20,41,43.711009,-79.269771,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,<Null>,South,Delivery Van,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D41,120,Clairlea-Birchmount (120),13891
13893,2,-8824270.5430194,5420828.53530208,80784509,7001762491,2017,2017/09/28 04:00:00+00,1630,16,BIRCHMOUNT RD,ZENITH DR,<Null>,Minor Arterial,Scarborough,20,41,43.711009,-79.269771,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,Minor,<Null>,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D41,120,Clairlea-Birchmount (120),13894
13895,7,-8824852.29867829,5439101.96837854,80783692,7001764156,2017,2017/09/28 04:00:00+00,2135,21,4322 MCCOWAN RD,<Null>,30 m South of,Major Arterial,Scarborough,23,42,43.829547,-79.274997,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,30 to 34,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,130,Milliken (130),13896
13896,7,-8838615.17260302,5420384.39803561,80783652,7001771267,2017,2017/09/29 04:00:00+00,2325,23,YONGE ST,ORCHARD VIEW BLVD,21 m North of,Major Arterial,North York,"8,12",53,43.708125,-79.398631,Intersection,Non Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,104,Mount Pleasant West (104),13897
13902,7,-8844939.90079194,5416560.21931687,80893189,7001774140,2017,2017/09/30 04:00:00+00,1311,13,ROGERS  RD,MCROBERTS AVE,99 m East of,Minor Arterial,Etobicoke York,9,13,43.683287,-79.455447,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,None,<Null>,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,D13,109,Caledonia-Fairbank (109),13903
13903,7,-8844939.90079194,5416560.21931687,80893190,7001774140,2017,2017/09/30 04:00:00+00,1311,13,ROGERS  RD,MCROBERTS AVE,99 m East of,Minor Arterial,Etobicoke York,9,13,43.683287,-79.455447,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,D13,109,Caledonia-Fairbank (109),13904
13904,6,-8844939.90079194,5416560.21931687,80893191,7001774140,2017,2017/09/30 04:00:00+00,1311,13,ROGERS  RD,MCROBERTS AVE,99 m East of,Minor Arterial,Etobicoke York,9,13,43.683287,-79.455447,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,90 to 94,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,D13,109,Caledonia-Fairbank (109),13905
13905,9,-8842620.55920126,5415175.08047824,80784053,7001781044,2017,2017/10/01 04:00:00+00,1615,16,DAVENPORT RD,DOVERCOURT ROAD,<Null>,Minor Arterial,Toronto and East York,9,13,43.674288,-79.434612,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),13906
13911,3,-8844455.88364597,5418801.29336843,80784063,7001784038,2017,2017/10/02 04:00:00+00,645,6,WHITMORE AVE,DUFFERIN ST,<Null>,Major Arterial,North York,8,13,43.697844,-79.451099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D13,108,Briar Hill-Belgravia (108),13912
13913,2,-8817533.93271456,5441661.08689502,80910514,7001786322,2017,2017/10/02 04:00:00+00,1327,13,SEWELLS RD,STEELES AVE E,<Null>,Minor Arterial,Scarborough,25,42,43.846129,-79.209255,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),13914
13914,0,-8817533.93271456,5441661.08689502,80910515,7001786322,2017,2017/10/02 04:00:00+00,1327,13,SEWELLS RD,STEELES AVE E,<Null>,Minor Arterial,Scarborough,25,42,43.846129,-79.209255,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minimal,<Null>,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),13915
13916,7,-8837180.70964466,5435391.87665122,80939026,7001788556,2017,2017/10/02 04:00:00+00,1925,19,STEELES AVE E,LAURELEAF RD S,<Null>,Major Arterial,North York,17,33,43.805499,-79.385745,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,Over 95,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D33,49,Bayview Woods-Steeles (49),13917
13917,7,-8850321.97553281,5419565.47972989,80923086,7001174505,2017,2017/07/01 04:00:00+00,306,3,JANE ST,LAWRENCE AVE W,8 m North of,Major Arterial,Etobicoke York,5,12,43.702807,-79.503795,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,35 to 39,Major,<Null>,North,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D12,30,Brookhaven-Amesbury (30),13918
13918,0,-8850321.97553281,5419565.47972989,80923087,7001174505,2017,2017/07/01 04:00:00+00,306,3,JANE ST,LAWRENCE AVE W,8 m North of,Major Arterial,Etobicoke York,5,12,43.702807,-79.503795,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,None,<Null>,North,"Automobile, Station Wagon",Slowing or Stopping,Improper Lane Change,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D12,30,Brookhaven-Amesbury (30),13919
13920,7,-8857580.11765202,5411449.51983898,80770146,7001179140,2017,2017/07/01 04:00:00+00,2240,22,THE WEST MALL,HOLIDAY DR,90 m North of,Minor Arterial,Etobicoke York,2,22,43.650077,-79.568996,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,<Null>,South,Pick Up Truck,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D22,13,Etobicoke West Mall (13),13921
13927,7,-8838929.42752554,5417065.28717461,80791544,7001187926,2017,2017/07/03 04:00:00+00,1312,13,ST CLAIR AVE W,AVENUE RD,<Null>,Major Arterial,Toronto and East York,12,53,43.686568,-79.401454,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,<Null>,East,Street Car,Going Ahead,Driving Properly,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,97,Yonge-St.Clair (97),13928
13928,0,-8859559.82347629,5417266.64469601,80769811,7001207044,2017,2017/07/06 04:00:00+00,835,8,DIXON  RD,SKYWAY  AVE,<Null>,Major Arterial,Etobicoke York,1,23,43.687876,-79.58678,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,Major,<Null>,North,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),13929
13930,0,-8827920.82044201,5417273.11037726,80769940,7001209887,2017,2017/07/06 04:00:00+00,1547,15,DANFORTH AVE,MAIN ST,90 m West of,Major Arterial,Toronto and East York,19,"54,55",43.687918,-79.302562,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D55,62,East End-Danforth (62),13931
13932,0,-8860811.72246975,5422636.87510579,80769954,7001212407,2017,2017/07/06 04:00:00+00,2300,23,HIGHWAY 27  N,QUEENS PLATE DR,<Null>,Major Arterial,Etobicoke York,1,23,43.72275,-79.598026,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),13933
13933,2,-8860811.72246975,5422636.87510579,80769955,7001212407,2017,2017/07/06 04:00:00+00,2300,23,HIGHWAY 27  N,QUEENS PLATE DR,<Null>,Major Arterial,Etobicoke York,1,23,43.72275,-79.598026,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,<Null>,South,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),13934
13934,9,-8855773.62495543,5416255.43708303,80917332,7001224557,2017,2017/07/08 04:00:00+00,1900,19,KIPLING  AVE,CLEMENT RD,<Null>,Major Arterial,Etobicoke York,2,23,43.681307,-79.552768,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,75 to 79,Minimal,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D23,7,Willowridge-Martingrove-Richview (7),13935
13935,8,-8855773.62495543,5416255.43708303,80917333,7001224557,2017,2017/07/08 04:00:00+00,1900,19,KIPLING  AVE,CLEMENT RD,<Null>,Major Arterial,Etobicoke York,2,23,43.681307,-79.552768,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,20 to 24,Major,<Null>,South,Motorcycle,Going Ahead,Speed too Fast For Condition,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D23,7,Willowridge-Martingrove-Richview (7),13936
13936,7,-8835212.02444998,5416207.41170901,80757124,7001224899,2017,2017/07/08 04:00:00+00,2007,20,BAYVIEW AVE,BLOOR W BAYVIEW N RAMP,240 m North of,Major Arterial,Toronto and East York,11,53,43.680995,-79.36806,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,29,North,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),13937
13937,7,-8835212.02444998,5416207.41170901,80757125,7001224899,2017,2017/07/08 04:00:00+00,2007,20,BAYVIEW AVE,BLOOR W BAYVIEW N RAMP,240 m North of,Major Arterial,Toronto and East York,11,53,43.680995,-79.36806,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,35 to 39,Minimal,<Null>,North,"Automobile, Station Wagon",Making U Turn,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),13938
