,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,TIME
3971,43.778,-79.222,60 to 64,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1724.6666666666667
3972,43.778,-79.214,55 to 59,Dry,Clear,Dark,No Control,Other,Unknown,2027.0
3973,43.778,-79.214,unknown,Dry,Clear,Dark,No Control,Other,Unknown,2027.0
3974,43.778,-79.157,20 to 24,Dry,Clear,Dark,Stop Sign,Disobeyed Traffic Control,Normal,300.0
3975,43.778,-79.139,70 to 74,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1050.0
3976,43.779,-79.475,85 to 89,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Unknown,1515.0
3977,43.779,-79.415,15 to 19,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1525.0
3978,43.779,-79.415,55 to 59,Other,Other,Daylight,<Null>,Failed to Yield Right of Way,<Null>,1525.0
3979,43.779,-79.378,75 to 79,Wet,Clear,"Dark, artificial",No Control,Other,Inattentive,2110.0
3980,43.779,-79.345,60 to 64,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1369.0
3981,43.779,-79.345,75 to 79,Dry,Clear,Daylight,Traffic Signal,Lost control,Inattentive,1369.0
3982,43.779,-79.324,35 to 39,Dry,Clear,"Dark, artificial",No Control,Lost control,Fatigue,610.0
3983,43.779,-79.304,20 to 24,Wet,Rain,"Dawn, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1372.0
3984,43.779,-79.304,unknown,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1372.0
3985,43.779,-79.275,25 to 29,Dry,Clear,Dusk,No Control,Exceeding Speed Limit,Unknown,1829.0
3986,43.779,-79.264,65 to 69,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,1740.0
3987,43.779,-79.254,15 to 19,Dry,Clear,Dark,Stop Sign,Lost control,Normal,446.0
3988,43.779,-79.254,55 to 59,Dry,Clear,Daylight,Traffic Signal,Speed too Fast For Condition,Inattentive,446.0
3989,43.779,-79.251,15 to 19,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1450.0
3990,43.779,-79.232,20 to 24,Dry,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,1307.0
3991,43.779,-79.232,25 to 29,Dry,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,1307.0
3992,43.779,-79.217,25 to 29,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol",1897.0
3993,43.779,-79.217,30 to 34,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1897.0
3994,43.779,-79.217,60 to 64,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1897.0
3995,43.779,-79.217,unknown,Dry,Clear,Dark,Traffic Signal,Other,Unknown,1897.0
3996,43.779,-79.15,75 to 79,Dry,Clear,Daylight,Stop Sign,Lost control,Inattentive,1520.0
3997,43.78,-79.469,25 to 29,Slush,Rain,"Dark, artificial",Traffic Signal,Lost control,"Ability Impaired, Alcohol",356.0
3998,43.78,-79.446,30 to 34,Dry,Clear,Daylight,No Control,Lost control,"Ability Impaired, Drugs",1630.0
3999,43.78,-79.413,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Unknown,945.0
4000,43.78,-79.412,30 to 34,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1580.5
4001,43.78,-79.412,50 to 54,Wet,Rain,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,1580.5
4002,43.78,-79.412,65 to 69,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1580.5
4003,43.78,-79.412,unknown,Wet,Clear,Daylight,Traffic Signal,Improper Turn,Unknown,1580.5
4004,43.78,-79.409,85 to 89,Dry,Clear,"Dark, artificial",Stop Sign,Failed to Yield Right of Way,Normal,1800.0
4005,43.78,-79.406,20 to 24,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Unknown,2201.0
4006,43.78,-79.35,20 to 24,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1840.0
4007,43.78,-79.325,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1951.5
4008,43.78,-79.325,unknown,Wet,Drifting Snow,Dark,Traffic Signal,Disobeyed Traffic Control,Unknown,1951.5
4009,43.78,-79.3,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,2066.5
4010,43.78,-79.3,60 to 64,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Normal,2066.5
4011,43.78,-79.27,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,2350.0
4012,43.78,-79.244,25 to 29,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol Over .08",324.0
4013,43.78,-79.243,20 to 24,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,2100.0
4014,43.78,-79.233,25 to 29,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Normal,2230.0
4015,43.78,-79.131,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,Unknown,125.0
4016,43.781,-79.494,15 to 19,Wet,Rain,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1585.0
4017,43.781,-79.494,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1585.0
4018,43.781,-79.494,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1585.0
4019,43.781,-79.494,55 to 59,Other,Other,Dark,Traffic Signal,Failed to Yield Right of Way,Unknown,1585.0
4020,43.781,-79.494,65 to 69,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1585.0
4021,43.781,-79.494,unknown,Dry,Clear,"Dawn, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,1585.0
4022,43.781,-79.494,unknown,Wet,Rain,Dark,Traffic Signal,<Null>,<Null>,1585.0
4023,43.781,-79.444,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1616.0
4024,43.781,-79.432,25 to 29,Dry,Clear,Daylight,Stop Sign,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",700.0
4025,43.781,-79.415,55 to 59,Dry,Clear,Daylight,Traffic Signal,<Null>,<Null>,714.0
4026,43.781,-79.412,65 to 69,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1615.0
4027,43.781,-79.409,90 to 94,Dry,Clear,Daylight,Stop Sign,Disobeyed Traffic Control,Unknown,1200.0
4028,43.781,-79.401,unknown,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,2020.0
4029,43.781,-79.366,45 to 49,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1857.0
4030,43.781,-79.358,35 to 39,Dry,Clear,Daylight,No Control,Improper Passing,Normal,1610.0
4031,43.781,-79.325,70 to 74,Dry,Clear,"Dark, artificial",No Control,Lost control,Medical or Physical Disability,1750.0
4032,43.781,-79.32,40 to 44,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1391.0
4033,43.781,-79.32,50 to 54,Wet,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1391.0
4034,43.781,-79.298,25 to 29,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,2013.0
4035,43.781,-79.298,45 to 49,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",2013.0
4036,43.781,-79.233,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1499.0
4037,43.781,-79.233,20 to 24,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1499.0
4038,43.781,-79.233,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1499.0
4039,43.782,-79.49,45 to 49,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Unknown,1121.0
4040,43.782,-79.49,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1121.0
4041,43.782,-79.479,25 to 29,Wet,Clear,Dark,Stop Sign,Improper Turn,Normal,1920.0
4042,43.782,-79.445,30 to 34,Dry,Clear,Daylight,No Control,Lost control,Normal,1630.0
4043,43.782,-79.436,45 to 49,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,1900.0
4044,43.782,-79.416,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,750.0
4045,43.782,-79.413,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1530.0
4046,43.782,-79.403,20 to 24,Dry,Clear,Dawn,No Control,Lost control,Unknown,520.0
4047,43.782,-79.402,15 to 19,Dry,Clear,Dark,No Control,Lost control,Unknown,510.0
4048,43.782,-79.391,35 to 39,Wet,Snow,"Dark, artificial",No Control,Lost control,"Ability Impaired, Drugs",736.6666666666666
4049,43.782,-79.391,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,736.6666666666666
4050,43.782,-79.391,65 to 69,Dry,Clear,Daylight,No Control,Following too Close,Normal,736.6666666666666
4051,43.782,-79.349,25 to 29,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1396.0
4052,43.782,-79.349,85 to 89,Dry,Clear,Daylight,Traffic Signal,Lost control,Inattentive,1396.0
4053,43.782,-79.298,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,1646.0
4054,43.782,-79.293,15 to 19,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1323.0
4055,43.782,-79.292,60 to 64,Dry,Clear,Daylight,No Control,Lost control,Fatigue,1551.3333333333333
4056,43.782,-79.292,unknown,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Unknown,1551.3333333333333
4057,43.782,-79.292,unknown,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,1551.3333333333333
4058,43.782,-79.289,50 to 54,Dry,Clear,"Dark, artificial",No Control,Lost control,Medical or Physical Disability,518.5
4059,43.782,-79.289,70 to 74,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,518.5
4060,43.782,-79.286,20 to 24,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1645.0
4061,43.782,-79.232,40 to 44,Wet,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol",1834.0
4062,43.782,-79.206,30 to 34,Ice,Snow,Daylight,No Control,Lost control,Normal,1166.6666666666667
4063,43.782,-79.206,40 to 44,Dry,Clear,Daylight,No Control,Lost control,Fatigue,1166.6666666666667
4064,43.782,-79.206,60 to 64,Ice,Snow,Daylight,No Control,Lost control,Normal,1166.6666666666667
4065,43.782,-79.204,45 to 49,Dry,Clear,Daylight,Traffic Signal,Other,Normal,1331.5
4066,43.782,-79.204,55 to 59,Dry,Clear,Dusk,Traffic Signal,Failed to Yield Right of Way,Inattentive,1331.5
4067,43.782,-79.192,60 to 64,Wet,Rain,Daylight,No Control,Disobeyed Traffic Control,Inattentive,1355.0
4068,43.782,-79.176,30 to 34,Dry,Clear,Dark,No Control,Lost control,Normal,2348.0
4069,43.782,-79.172,35 to 39,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Inattentive,2225.0
4070,43.783,-79.487,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1600.0
4071,43.783,-79.486,20 to 24,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,"Ability Impaired, Alcohol",2120.0
4072,43.783,-79.47,25 to 29,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Unknown,812.0
4073,43.783,-79.47,80 to 84,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,812.0
4074,43.783,-79.433,35 to 39,Wet,Rain,Dark,No Control,Lost control,Normal,2256.0
4075,43.783,-79.416,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1530.0
4076,43.783,-79.407,50 to 54,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,936.0
4077,43.783,-79.391,55 to 59,Dry,Clear,Daylight,No Control,Following too Close,Normal,1630.0
4078,43.783,-79.3,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1641.0
4079,43.783,-79.299,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1388.5
4080,43.783,-79.299,70 to 74,Wet,Clear,Daylight,Traffic Signal,Lost control,Inattentive,1388.5
4081,43.783,-79.289,60 to 64,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,915.0
4082,43.783,-79.288,15 to 19,Wet,Clear,"Dark, artificial",Traffic Signal,Speed too Fast For Condition,Had Been Drinking,1151.3333333333333
4083,43.783,-79.288,35 to 39,Wet,Rain,"Dark, artificial",Traffic Signal,Other,Unknown,1151.3333333333333
4084,43.783,-79.288,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1151.3333333333333
4085,43.783,-79.266,45 to 49,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,1732.0
4086,43.783,-79.255,40 to 44,Dry,Clear,Daylight,No Control,Lost control,Unknown,1831.0
4087,43.783,-79.234,30 to 34,Wet,Rain,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,145.0
4088,43.783,-79.231,25 to 29,Dry,Clear,"Dark, artificial",Traffic Signal,Other,"Ability Impaired, Alcohol Over .08",819.0
4089,43.783,-79.231,35 to 39,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,819.0
4090,43.783,-79.17,40 to 44,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1210.0
4091,43.783,-79.138,15 to 19,Dry,Clear,Dark,No Control,Improper Passing,Had Been Drinking,203.0
4092,43.784,-79.481,15 to 19,Dry,Clear,Daylight,Traffic Signal,Improper Lane Change,Inattentive,2008.25
4093,43.784,-79.481,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,2008.25
4094,43.784,-79.481,30 to 34,Loose Snow,Clear,Dark,Traffic Signal,Following too Close,Normal,2008.25
4095,43.784,-79.481,50 to 54,Loose Snow,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Medical or Physical Disability,2008.25
4096,43.784,-79.445,80 to 84,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1620.0
4097,43.784,-79.416,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1422.5
4098,43.784,-79.416,65 to 69,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1422.5
4099,43.784,-79.394,25 to 29,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Inattentive,1714.0
4100,43.784,-79.353,15 to 19,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1534.0
4101,43.784,-79.327,35 to 39,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,1624.0
4102,43.784,-79.31,40 to 44,Dry,Clear,Dark,No Control,Other,Normal,1758.0
4103,43.784,-79.31,40 to 44,Wet,Rain,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1758.0
4104,43.784,-79.288,45 to 49,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Normal,1239.0
4105,43.784,-79.169,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1307.0
4106,43.784,-79.168,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,834.0
4107,43.784,-79.168,40 to 44,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,834.0
4108,43.784,-79.162,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Normal,840.0
4109,43.785,-79.445,50 to 54,Dry,Clear,Daylight,No Control,Other,Normal,1308.0
4110,43.785,-79.417,unknown,Dry,Clear,Daylight,No Control,<Null>,<Null>,1112.0
4111,43.785,-79.409,75 to 79,Dry,Clear,Dark,No Control,Following too Close,Medical or Physical Disability,2040.0
4112,43.785,-79.392,60 to 64,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,1455.0
4113,43.785,-79.353,20 to 24,Other,Clear,"Dark, artificial",No Control,Speed too Fast For Condition,Inattentive,2205.0
4114,43.785,-79.339,45 to 49,Dry,Clear,"Dark, artificial",No Control,Other,Normal,1740.0
4115,43.785,-79.312,45 to 49,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,2011.0
4116,43.785,-79.31,20 to 24,Dry,Clear,Dusk,Traffic Signal,Exceeding Speed Limit,Normal,1833.5
4117,43.785,-79.31,50 to 54,Wet,Rain,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,1833.5
4118,43.785,-79.289,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,515.0
4119,43.785,-79.278,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1054.3333333333333
4120,43.785,-79.278,70 to 74,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1054.3333333333333
4121,43.785,-79.278,unknown,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1054.3333333333333
4122,43.785,-79.256,20 to 24,Dry,Clear,Daylight,Traffic Signal,Improper Lane Change,Inattentive,1231.6666666666667
4123,43.785,-79.256,45 to 49,Dry,Clear,Daylight,Traffic Signal,Lost control,Normal,1231.6666666666667
4124,43.785,-79.256,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1231.6666666666667
4125,43.785,-79.253,40 to 44,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1743.0
4126,43.785,-79.235,50 to 54,Wet,Rain,Dark,No Control,Speed too Fast For Condition,Inattentive,538.0
4127,43.785,-79.164,20 to 24,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,1.0
4128,43.786,-79.417,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,2110.0
4129,43.786,-79.384,85 to 89,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1423.0
4130,43.786,-79.311,30 to 34,Dry,Clear,"Dark, artificial",No Control,Wrong Way on One Way Road,Unknown,340.0
4131,43.786,-79.272,60 to 64,Dry,Clear,Dawn,No Control,Following too Close,Unknown,1850.0
4132,43.786,-79.267,55 to 59,Wet,Clear,Daylight,No Control,Other,Normal,708.0
4133,43.786,-79.219,25 to 29,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Normal,1704.0
4134,43.786,-79.188,35 to 39,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Inattentive,2042.0
4135,43.786,-79.139,65 to 69,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1330.0
4136,43.787,-79.47,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",624.3333333333334
4137,43.787,-79.47,35 to 39,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,624.3333333333334
4138,43.787,-79.47,75 to 79,Wet,Clear,Daylight,Traffic Signal,Improper Turn,Normal,624.3333333333334
4139,43.787,-79.417,20 to 24,Dry,Clear,Daylight,No Control,Lost control,Unknown,1850.0
4140,43.787,-79.415,unknown,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,2200.0
4141,43.787,-79.38,75 to 79,Dry,Clear,Daylight,No Control,Lost control,Unknown,1620.0
4142,43.787,-79.352,30 to 34,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1624.0
4143,43.787,-79.276,45 to 49,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1514.0
4144,43.787,-79.268,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,934.0
4145,43.787,-79.268,70 to 74,Wet,"Fog, Mist, Smoke, Dust","Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,934.0
4146,43.787,-79.257,70 to 74,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1465.0
4147,43.787,-79.257,75 to 79,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1465.0
4148,43.787,-79.17,30 to 34,Dry,Clear,Dark,No Control,Other,Had Been Drinking,205.0
4149,43.787,-79.17,unknown,Dry,Clear,Dark,No Control,Other,Unknown,205.0
4150,43.787,-79.15,65 to 69,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1119.0
4151,43.787,-79.15,unknown,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,1119.0
4152,43.788,-79.463,30 to 34,Dry,Clear,Dark,No Control,Lost control,Unknown,1135.0
4153,43.788,-79.463,40 to 44,Wet,Clear,"Dark, artificial",Traffic Signal,Other,Normal,1135.0
4154,43.788,-79.463,60 to 64,Wet,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,1135.0
4155,43.788,-79.446,15 to 19,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol Over .08",2132.0
4156,43.788,-79.417,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1540.0
4157,43.788,-79.417,25 to 29,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1540.0
4158,43.788,-79.409,30 to 34,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Unknown,1628.0
4159,43.788,-79.409,40 to 44,Dry,Clear,Daylight,No Control,Improper Passing,Normal,1628.0
4160,43.788,-79.409,60 to 64,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,1628.0
4161,43.788,-79.392,45 to 49,<Null>,<Null>,Dark,No Control,Exceeding Speed Limit,Unknown,2319.0
4162,43.788,-79.307,20 to 24,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1802.0
4163,43.788,-79.268,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Normal,1050.0
4164,43.788,-79.262,50 to 54,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1308.0
4165,43.788,-79.24,60 to 64,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Unknown,1805.0
4166,43.788,-79.162,40 to 44,Dry,Clear,Daylight,No Control,Improper Turn,Medical or Physical Disability,1915.0
4167,43.788,-79.145,20 to 24,Dry,Clear,Daylight,No Control,Following too Close,Normal,1608.0
4168,43.788,-79.14,25 to 29,Dry,Clear,Daylight,Stop Sign,Improper Turn,Inattentive,1111.0
4169,43.788,-79.136,80 to 84,Wet,Rain,Daylight,No Control,<Null>,<Null>,1551.0
4170,43.789,-79.446,25 to 29,Dry,Clear,Dark,No Control,<Null>,<Null>,931.0
4171,43.789,-79.446,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Inattentive,931.0
4172,43.789,-79.443,45 to 49,Dry,Clear,Daylight,No Control,Other,Unknown,1800.0
